"SN","Contract No.","Buyer","Seller","Quantity","Rate","Amount"
"572","2024012501016102","33","35","10","456.70","4,567.00"
"573","2024012501016123","33","38","10","456.70","4,567.00"
"574","2024012501016125","33","38","10","456.70","4,567.00"
"575","2024012501016170","33","58","10","456.70","4,567.00"
"576","2024012501016188","33","58","10","456.70","4,567.00"
"577","2024012501016200","33","34","10","456.70","4,567.00"
"578","2024012501016348","33","58","10","456.70","4,567.00"
"579","2024012501016398","33","35","10","456.70","4,567.00"
"580","2024012501016406","33","38","10","456.70","4,567.00"
"581","2024012501016429","33","41","10","456.70","4,567.00"
"582","2024012501016469","33","52","10","456.70","4,567.00"
"583","2024012501016537","33","21","10","456.70","4,567.00"
"584","2024012501016541","33","42","10","456.70","4,567.00"
"585","2024012501016573","33","59","10","456.70","4,567.00"
"586","2024012501016614","33","42","10","456.70","4,567.00"
"587","2024012501016623","33","57","10","456.70","4,567.00"
"588","2024012501016624","33","35","10","456.70","4,567.00"
"589","2024012501016630","33","25","10","456.70","4,567.00"
"590","2024012501016650","33","57","10","456.70","4,567.00"
"591","2024012501016697","33","45","10","456.70","4,567.00"
"592","2024012501016716","33","53","80","456.70","36,536.00"
"593","2024012501016750","45","21","10","456.50","4,565.00"
"594","2024012501016802","45","58","10","456.50","4,565.00"
"595","2024012501016817","45","61","10","456.50","4,565.00"
"596","2024012501016837","45","49","10","456.50","4,565.00"
"597","2024012501016883","45","59","10","456.50","4,565.00"
"598","2024012501016980","45","8","10","456.50","4,565.00"
"599","2024012501016981","45","22","10","456.50","4,565.00"
"600","2024012501017026","45","13","10","456.50","4,565.00"
"601","2024012501017044","45","53","40","456.50","18,260.00"
"602","2024012501017050","45","52","10","456.50","4,565.00"
"603","2024012501017070","45","58","10","456.50","4,565.00"
"604","2024012501017098","45","49","10","456.50","4,565.00"
"605","2024012501017233","45","57","10","456.50","4,565.00"
"606","2024012501017374","45","58","10","456.50","4,565.00"
"607","2024012501017388","45","59","10","456.50","4,565.00"
"608","2024012501017389","45","35","10","456.50","4,565.00"
"609","2024012501017430","45","58","10","456.50","4,565.00"
"610","2024012501017464","45","34","10","456.50","4,565.00"
"611","2024012501017480","45","13","10","456.50","4,565.00"
"612","2024012501017539","11","59","10","456.30","4,563.00"
"613","2024012501017545","45","54","10","456.20","4,562.00"
"614","2024012501017561","45","43","10","456.20","4,562.00"
"615","2024012501017571","45","51","10","456.20","4,562.00"
"616","2024012501017592","45","45","10","456.20","4,562.00"
"617","2024012501017628","45","57","10","456.20","4,562.00"
"618","2024012501017642","38","58","10","456.30","4,563.00"
"619","2024012501017643","38","58","10","456.30","4,563.00"
"620","2024012501017654","38","59","10","456.30","4,563.00"
"621","2024012501017658","45","57","10","456.20","4,562.00"
"622","2024012501017673","45","6","10","456.20","4,562.00"
"623","2024012501017678","45","34","10","456.20","4,562.00"
"624","2024012501017704","45","42","10","456.20","4,562.00"
"625","2024012501017734","45","44","10","456.20","4,562.00"
"626","2024012501017739","45","35","10","456.20","4,562.00"
"627","2024012501017827","45","38","10","456.20","4,562.00"
"628","2024012501017944","45","39","10","456.20","4,562.00"
"629","2024012501017956","45","49","10","456.20","4,562.00"
"630","2024012501017966","45","57","10","456.20","4,562.00"
"631","2024012501018005","45","32","10","456.20","4,562.00"
"632","2024012501018018","45","45","10","456.20","4,562.00"
"633","2024012501018046","45","58","10","456.20","4,562.00"
"634","2024012501018068","8","38","10","456.20","4,562.00"
"635","2024012501018082","8","49","10","456.20","4,562.00"
"636","2024012501018104","8","57","10","456.20","4,562.00"
"637","2024012501018115","8","57","20","456.20","9,124.00"
"638","2024012501018202","8","58","10","456.20","4,562.00"
"639","2024012501018238","8","35","10","456.20","4,562.00"
"640","2024012501018295","8","46","10","456.20","4,562.00"
"641","2024012501018334","8","58","10","456.20","4,562.00"
"642","2024012501018335","14","47","10","456.50","4,565.00"
"643","2024012501018336","14","17","10","456.50","4,565.00"
"644","2024012501018337","14","58","10","456.50","4,565.00"
"645","2024012501018354","14","57","10","456.50","4,565.00"
"646","2024012501018464","14","34","10","456.50","4,565.00"
"647","2024012501018501","58","56","10","456.60","4,566.00"
"648","2024012501018581","58","42","10","456.60","4,566.00"
"649","2024012501018654","58","46","10","456.60","4,566.00"
"650","2024012501018691","58","21","10","456.60","4,566.00"
"651","2024012501018725","58","7","50","456.60","22,830.00"
"652","2024012501018747","58","34","10","456.60","4,566.00"
"653","2024012501018760","14","25","10","456.30","4,563.00"
"654","2024012501018771","14","55","10","456.30","4,563.00"
"655","2024012501018788","14","46","10","456.30","4,563.00"
"656","2024012501018805","14","35","10","456.30","4,563.00"
"657","2024012501018934","14","29","10","456.30","4,563.00"
"658","2024012501018999","8","22","10","456.20","4,562.00"
"659","2024012501019009","8","38","10","456.20","4,562.00"
"660","2024012501019042","8","14","10","456.20","4,562.00"
"661","2024012501019049","8","38","11","456.20","5,018.20"
"662","2024012501019098","8","35","10","456.20","4,562.00"
"663","2024012501019108","8","58","10","456.20","4,562.00"
"664","2024012501019127","8","39","10","456.20","4,562.00"
"665","2024012501019166","8","59","10","456.20","4,562.00"
"666","2024012501019169","8","4","10","456.20","4,562.00"
"667","2024012501019192","8","58","10","456.20","4,562.00"
"668","2024012501019194","8","36","10","456.20","4,562.00"
"669","2024012501019203","8","38","299","456.20","136,403.80"
"670","2024012501019204","58","38","50","456.20","22,810.00"
"671","2024012501019205","25","38","10","456.10","4,561.00"
"672","2024012501019206","46","38","50","456.10","22,805.00"
"673","2024012501019207","1","38","271","456.10","123,603.10"
"674","2024012501019234","49","34","10","456.40","4,564.00"
"675","2024012501019235","49","62","10","456.60","4,566.00"
"676","2024012501019236","49","36","10","457.00","4,570.00"
"677","2024012501019237","49","4","10","457.00","4,570.00"
"678","2024012501019238","49","36","10","457.00","4,570.00"
"679","2024012501019261","1","7","10","456.10","4,561.00"
"680","2024012501019306","1","44","100","456.10","45,610.00"
"681","2024012501019374","1","34","10","456.10","4,561.00"
"682","2024012501019410","1","17","10","456.10","4,561.00"
"683","2024012501019456","1","57","10","456.10","4,561.00"
"684","2024012501019468","1","34","89","456.10","40,592.90"
"685","2024012501019469","5","34","11","456.10","5,017.10"
"686","2024012501019483","36","57","10","456.90","4,569.00"
"687","2024012501019484","36","28","10","457.00","4,570.00"
"688","2024012501019485","36","54","10","457.00","4,570.00"
"689","2024012501019486","36","58","10","457.00","4,570.00"
"690","2024012501019487","36","42","10","457.00","4,570.00"
"691","2024012501019488","36","52","10","457.00","4,570.00"
"692","2024012501019492","5","58","10","456.10","4,561.00"
"693","2024012501019547","5","46","10","456.10","4,561.00"
"694","2024012501019687","46","58","10","456.20","4,562.00"
"695","2024012501019744","36","14","10","457.00","4,570.00"
"696","2024012501019812","5","56","10","456.10","4,561.00"
"697","2024012501019815","5","35","10","456.10","4,561.00"
"698","2024012501019825","5","58","10","456.10","4,561.00"
"699","2024012501019827","5","57","10","456.10","4,561.00"
"700","2024012501019828","5","13","10","456.10","4,561.00"
"701","2024012501019861","5","58","10","456.10","4,561.00"
"702","2024012501019877","47","26","10","456.00","4,560.00"
"703","2024012501019946","47","50","40","456.00","18,240.00"
"704","2024012501019947","46","50","30","456.00","13,680.00"
"705","2024012501019948","21","50","803","456.00","366,168.00"
"706","2024012501019961","21","58","10","456.00","4,560.00"
"707","2024012501020001","21","58","10","456.00","4,560.00"
"708","2024012501020022","21","56","10","456.00","4,560.00"
"709","2024012501020030","21","42","10","456.00","4,560.00"
"710","2024012501020075","34","58","10","456.10","4,561.00"
"711","2024012501020080","34","49","10","456.10","4,561.00"
"712","2024012501020081","34","58","10","456.10","4,561.00"
"713","2024012501020082","34","57","10","456.10","4,561.00"
"714","2024012501020138","34","19","10","456.10","4,561.00"
"715","2024012501020143","34","45","10","456.10","4,561.00"
"716","2024012501020207","34","40","10","456.10","4,561.00"
"717","2024012501020249","34","42","10","456.10","4,561.00"
"718","2024012501020255","34","52","10","456.10","4,561.00"
"719","2024012501020265","34","34","10","456.10","4,561.00"
"720","2024012501020270","21","44","10","456.00","4,560.00"
"721","2024012501020281","21","49","10","456.00","4,560.00"
"722","2024012501020285","21","56","10","456.00","4,560.00"
"723","2024012501020308","21","58","10","456.00","4,560.00"
"724","2024012501020313","21","45","10","456.00","4,560.00"
"725","2024012501020393","21","32","10","456.00","4,560.00"
"726","2024012501020506","21","47","10","456.00","4,560.00"
"727","2024012501020538","21","46","10","456.00","4,560.00"
"728","2024012501020554","21","17","20","456.00","9,120.00"
"729","2024012501020574","21","22","10","456.00","4,560.00"
"730","2024012501020583","17","38","10","456.10","4,561.00"
"731","2024012501020584","17","40","10","456.10","4,561.00"
"732","2024012501020641","17","56","10","456.10","4,561.00"
"733","2024012501020666","17","47","10","456.10","4,561.00"
"734","2024012501020678","17","49","10","456.10","4,561.00"
"735","2024012501020710","17","54","10","456.10","4,561.00"
"736","2024012501020712","17","49","10","456.10","4,561.00"
"737","2024012501020719","17","42","30","456.10","13,683.00"
"738","2024012501020720","21","42","20","456.00","9,120.00"
"739","2024012501020723","21","26","10","456.00","4,560.00"
"740","2024012501020750","21","35","10","456.00","4,560.00"
"741","2024012501020824","58","39","10","456.00","4,560.00"
"742","2024012501020825","34","39","100","456.00","45,600.00"
"743","2024012501020826","29","39","300","456.00","136,800.00"
"744","2024012501020827","41","39","50","455.10","22,755.00"
"745","2024012501020828","41","39","100","455.00","45,500.00"
"746","2024012501020829","45","39","10","455.00","4,550.00"
"747","2024012501020830","49","39","20","455.00","9,100.00"
"748","2024012501020831","42","39","50","455.00","22,750.00"
"749","2024012501020832","58","39","20","455.00","9,100.00"
"750","2024012501020833","42","39","200","455.00","91,000.00"
"751","2024012501020834","34","39","30","455.00","13,650.00"
"752","2024012501020858","21","35","10","455.00","4,550.00"
"753","2024012501020884","7","45","10","452.00","4,520.00"
"754","2024012501020896","42","58","10","452.00","4,520.00"
"755","2024012501020903","42","38","10","452.00","4,520.00"
"756","2024012501020937","42","25","10","452.00","4,520.00"
"757","2024012501020951","42","38","10","452.00","4,520.00"
"758","2024012501020991","42","38","10","452.00","4,520.00"
"759","2024012501020992","4","34","10","452.00","4,520.00"
"760","2024012501021013","4","36","10","452.00","4,520.00"
"761","2024012501021014","4","56","10","452.00","4,520.00"
"762","2024012501021035","4","55","10","452.00","4,520.00"
"763","2024012501021036","4","41","10","452.00","4,520.00"
"764","2024012501021045","58","41","10","452.00","4,520.00"
"765","2024012501021048","58","21","10","452.00","4,520.00"
"766","2024012501021068","58","43","42","452.00","18,984.00"
"767","2024012501021069","48","43","100","451.80","45,180.00"
"768","2024012501021070","38","43","200","451.70","90,340.00"
"769","2024012501021071","42","43","158","451.60","71,352.80"
"770","2024012501021098","58","35","10","452.00","4,520.00"
"771","2024012501021115","58","49","10","452.10","4,521.00"
"772","2024012501021168","58","58","10","452.10","4,521.00"
"773","2024012501021187","58","56","10","452.10","4,521.00"
"774","2024012501021191","58","17","10","452.10","4,521.00"
"775","2024012501021192","58","58","50","452.10","22,605.00"
"776","2024012501021253","45","35","10","452.20","4,522.00"
"777","2024012501021260","45","21","10","452.20","4,522.00"
"778","2024012501021299","45","34","10","452.20","4,522.00"
"779","2024012501021308","45","54","10","452.20","4,522.00"
"780","2024012501021314","45","42","10","452.20","4,522.00"
"781","2024012501021356","45","35","10","452.20","4,522.00"
"782","2024012501021369","45","45","10","452.20","4,522.00"
"783","2024012501021395","45","41","10","452.20","4,522.00"
"784","2024012501021461","45","40","10","452.20","4,522.00"
"785","2024012501021477","45","49","10","452.20","4,522.00"
"786","2024012501021506","21","36","10","452.50","4,525.00"
"787","2024012501021508","34","58","10","451.90","4,519.00"
"788","2024012501021509","34","6","10","451.90","4,519.00"
"789","2024012501021654","34","35","10","451.90","4,519.00"
"790","2024012501021675","19","94","300","452.00","135,600.00"
"791","2024012501021680","19","38","10","452.00","4,520.00"
"792","2024012501021705","19","54","10","452.00","4,520.00"
"793","2024012501021735","19","59","10","452.00","4,520.00"
"794","2024012501021751","19","47","10","452.00","4,520.00"
"795","2024012501021769","19","58","10","452.00","4,520.00"
"796","2024012501021802","19","6","10","452.00","4,520.00"
"797","2024012501021828","19","33","10","452.00","4,520.00"
"798","2024012501021832","19","34","10","452.00","4,520.00"
"799","2024012501021849","19","7","10","452.00","4,520.00"
"800","2024012501021850","19","42","10","452.00","4,520.00"
"801","2024012501021891","19","26","10","452.00","4,520.00"
"802","2024012501021903","19","47","10","452.00","4,520.00"
"803","2024012501021905","19","17","10","452.00","4,520.00"
"804","2024012501021906","5","49","10","453.00","4,530.00"
"805","2024012501021907","5","45","10","453.00","4,530.00"
"806","2024012501021908","5","49","10","453.00","4,530.00"
"807","2024012501021975","33","35","10","453.00","4,530.00"
"808","2024012501022088","33","57","10","453.00","4,530.00"
"809","2024012501022142","59","47","11","454.00","4,994.00"
"810","2024012501022172","33","45","10","453.00","4,530.00"
"811","2024012501022173","33","58","10","453.00","4,530.00"
"812","2024012501022204","22","49","10","453.10","4,531.00"
"813","2024012501022232","22","34","290","453.10","131,399.00"
"814","2024012501022233","33","34","160","453.00","72,480.00"
"815","2024012501022261","19","58","10","452.00","4,520.00"
"816","2024012501022305","35","38","10","452.20","4,522.00"
"817","2024012501022307","35","57","10","452.20","4,522.00"
"818","2024012501022327","35","58","10","452.20","4,522.00"
"819","2024012501022338","35","58","30","452.20","13,566.00"
"820","2024012501022355","35","41","10","452.20","4,522.00"
"821","2024012501022363","35","49","10","452.20","4,522.00"
"822","2024012501022401","35","6","10","452.20","4,522.00"
"823","2024012501022404","35","52","10","452.20","4,522.00"
"824","2024012501022418","57","34","100","453.00","45,300.00"
"825","2024012501022450","35","13","10","452.20","4,522.00"
"826","2024012501022457","35","58","10","452.20","4,522.00"
"827","2024012501022460","19","8","10","452.00","4,520.00"
"828","2024012501022506","19","22","10","452.00","4,520.00"
"829","2024012501022510","19","26","40","452.00","18,080.00"
"830","2024012501022511","34","26","270","451.90","122,013.00"
"831","2024012501022512","42","26","342","451.60","154,447.20"
"832","2024012501022513","1","26","438","451.20","197,625.60"
"833","2024012501022554","1","26","10","451.20","4,512.00"
"834","2024012501022565","1","58","10","451.20","4,512.00"
"835","2024012501022577","1","49","10","451.20","4,512.00"
"836","2024012501022581","1","57","10","451.20","4,512.00"
"837","2024012501022586","1","7","10","451.20","4,512.00"
"838","2024012501022587","1","45","10","451.20","4,512.00"
"839","2024012501022596","1","45","170","451.20","76,704.00"
"840","2024012501022660","57","58","10","451.30","4,513.00"
"841","2024012501022685","57","58","10","451.30","4,513.00"
"842","2024012501022705","57","21","10","451.30","4,513.00"
"843","2024012501022706","57","35","10","451.30","4,513.00"
"844","2024012501022722","57","41","10","452.00","4,520.00"
"845","2024012501022736","57","49","10","452.00","4,520.00"
"846","2024012501022747","57","57","10","451.30","4,513.00"
"847","2024012501022802","57","21","10","451.40","4,514.00"
"848","2024012501022941","57","36","10","451.40","4,514.00"
"849","2024012501023040","57","36","10","451.40","4,514.00"
"850","2024012501023049","35","58","10","452.00","4,520.00"
"851","2024012501023066","57","6","10","451.40","4,514.00"
"852","2024012501023083","57","45","10","451.40","4,514.00"
"853","2024012501023123","48","35","10","451.40","4,514.00"
"854","2024012501023130","48","58","10","451.40","4,514.00"
"855","2024012501023145","48","49","10","451.40","4,514.00"
"856","2024012501023187","48","49","10","451.40","4,514.00"
"857","2024012501023212","48","54","10","451.40","4,514.00"
"858","2024012501023236","48","33","10","451.40","4,514.00"
"859","2024012501023264","46","43","10","452.00","4,520.00"
"860","2024012501023265","46","58","10","452.00","4,520.00"
"861","2024012501023267","41","42","10","451.50","4,515.00"
"862","2024012501023282","48","58","10","451.40","4,514.00"
"863","2024012501023291","45","50","10","451.50","4,515.00"
"864","2024012501023292","48","50","30","451.40","13,542.00"
"865","2024012501023293","50","50","10","451.40","4,514.00"
"866","2024012501023303","46","58","10","451.30","4,513.00"
"867","2024012501023307","46","21","10","451.30","4,513.00"
"868","2024012501023330","46","45","10","451.30","4,513.00"
"869","2024012501023375","22","50","80","451.40","36,112.00"
"870","2024012501023383","1","50","332","451.40","149,864.80"
"871","2024012501023397","8","50","38","451.40","17,153.20"
"872","2024012501023423","8","45","10","451.40","4,514.00"
"873","2024012501023439","8","34","10","451.40","4,514.00"
"874","2024012501023487","8","55","10","451.40","4,514.00"
"875","2024012501023502","8","56","10","451.40","4,514.00"
"876","2024012501023514","8","45","10","451.40","4,514.00"
"877","2024012501023517","8","42","10","451.40","4,514.00"
"878","2024012501023559","57","20","10","451.40","4,514.00"
"879","2024012501023577","46","14","10","451.30","4,513.00"
"880","2024012501023622","46","58","10","451.30","4,513.00"
"881","2024012501023664","57","55","10","451.40","4,514.00"
"882","2024012501023667","57","49","10","451.40","4,514.00"
"883","2024012501023678","33","22","10","451.30","4,513.00"
"884","2024012501023699","33","21","10","451.30","4,513.00"
"885","2024012501023719","33","46","10","451.30","4,513.00"
"886","2024012501023751","33","56","10","451.30","4,513.00"
"887","2024012501023759","33","43","10","451.30","4,513.00"
"888","2024012501023801","33","4","10","451.30","4,513.00"
"889","2024012501023821","33","45","10","451.30","4,513.00"
"890","2024012501023822","33","58","10","451.30","4,513.00"
"891","2024012501023847","33","52","10","451.30","4,513.00"
"892","2024012501023879","33","20","10","451.30","4,513.00"
"893","2024012501024062","35","42","40","451.40","18,056.00"
"894","2024012501024065","35","1","10","451.40","4,514.00"
"895","2024012501024099","35","58","10","451.40","4,514.00"
"896","2024012501024137","35","58","10","451.40","4,514.00"
"897","2024012501024182","35","58","10","451.40","4,514.00"
"898","2024012501024235","35","58","10","451.40","4,514.00"
"899","2024012501024273","35","58","10","451.40","4,514.00"
"900","2024012501024298","35","57","10","451.40","4,514.00"
"901","2024012501024299","58","52","10","451.50","4,515.00"
"902","2024012501024324","58","59","10","451.50","4,515.00"
"903","2024012501024336","58","38","10","452.00","4,520.00"
"904","2024012501024337","58","21","10","452.00","4,520.00"
"905","2024012501024338","58","58","10","452.00","4,520.00"
"906","2024012501024370","58","20","10","452.00","4,520.00"
"907","2024012501024390","58","45","10","452.00","4,520.00"
"908","2024012501024394","58","49","10","452.00","4,520.00"
"909","2024012501024460","58","57","10","452.00","4,520.00"
"910","2024012501024462","19","34","150","453.00","67,950.00"
"911","2024012501024515","58","38","10","452.00","4,520.00"
"912","2024012501024523","58","88","10","452.00","4,520.00"
"913","2024012501024531","58","58","10","452.00","4,520.00"
"914","2024012501024557","35","34","190","453.00","86,070.00"
"915","2024012501024558","35","7","10","453.00","4,530.00"
"916","2024012501024559","35","38","10","453.00","4,530.00"
"917","2024012501024560","35","42","10","453.00","4,530.00"
"918","2024012501024567","35","21","10","453.00","4,530.00"
"919","2024012501024569","35","49","10","453.00","4,530.00"
"920","2024012501024582","35","34","10","453.00","4,530.00"
"921","2024012501024583","35","20","10","453.00","4,530.00"
"922","2024012501024599","35","56","10","453.00","4,530.00"
"923","2024012501024647","35","57","10","453.00","4,530.00"
"924","2024012501024686","35","38","10","453.00","4,530.00"
"925","2024012501024712","35","29","10","453.00","4,530.00"
"926","2024012501024723","35","57","10","453.00","4,530.00"
"927","2024012501024728","35","58","10","453.00","4,530.00"
"928","2024012501024738","35","20","10","453.00","4,530.00"
"929","2024012501024739","35","52","10","453.00","4,530.00"
"930","2024012501024751","35","57","10","453.00","4,530.00"
"931","2024012501024772","35","59","10","453.00","4,530.00"
"932","2024012501024774","35","51","10","453.00","4,530.00"
"933","2024012501024896","35","11","10","453.00","4,530.00"
"934","2024012501024915","35","59","10","453.00","4,530.00"
"935","2024012501024982","35","56","10","453.00","4,530.00"
"936","2024012501025064","35","58","10","453.00","4,530.00"
"937","2024012501025069","16","47","34","454.00","15,436.00"
"938","2024012501025091","35","6","10","453.00","4,530.00"
"939","2024012501025118","35","38","10","453.00","4,530.00"
"940","2024012501025175","35","49","10","453.00","4,530.00"
"941","2024012501025184","35","59","10","453.00","4,530.00"
"942","2024012501025202","35","38","10","453.00","4,530.00"
"943","2024012501025213","53","42","10","454.00","4,540.00"
"944","2024012501025214","53","6","10","454.00","4,540.00"
"945","2024012501025220","53","54","20","454.00","9,080.00"
"946","2024012501025221","42","22","10","454.00","4,540.00"
"947","2024012501025234","35","48","10","453.00","4,530.00"
"948","2024012501025296","47","11","10","454.00","4,540.00"
"949","2024012501025315","47","38","10","454.00","4,540.00"
"950","2024012501025318","47","44","10","454.00","4,540.00"
"951","2024012501025383","47","52","10","454.00","4,540.00"
"952","2024012501025384","47","58","10","454.00","4,540.00"
"953","2024012501025391","47","6","10","454.00","4,540.00"
"954","2024012501025404","47","49","10","454.00","4,540.00"
"955","2024012501025421","47","42","10","454.00","4,540.00"
"956","2024012501025427","47","7","10","454.00","4,540.00"
"957","2024012501025433","29","58","10","454.90","4,549.00"
"958","2024012501025434","29","36","10","455.00","4,550.00"
"959","2024012501025435","29","57","10","455.00","4,550.00"
"960","2024012501025436","29","35","10","455.00","4,550.00"
"961","2024012501025437","29","29","10","455.00","4,550.00"
"962","2024012501025438","29","42","10","455.00","4,550.00"
"963","2024012501025439","29","35","10","455.00","4,550.00"
"964","2024012501025440","29","21","10","455.00","4,550.00"
"965","2024012501025441","29","38","10","455.00","4,550.00"
"966","2024012501025442","29","57","10","455.00","4,550.00"
"967","2024012501025443","29","58","10","455.00","4,550.00"
"968","2024012501025444","29","45","10","455.00","4,550.00"
"969","2024012501025445","29","49","10","455.00","4,550.00"
"970","2024012501025446","29","45","10","455.00","4,550.00"
"971","2024012501025490","47","25","10","454.00","4,540.00"
"972","2024012501025532","58","58","10","453.10","4,531.00"
"973","2024012501025562","58","14","10","453.10","4,531.00"
"974","2024012501025606","58","58","10","453.10","4,531.00"
"975","2024012501025634","58","38","10","453.10","4,531.00"
"976","2024012501025653","58","58","10","453.10","4,531.00"
"977","2024012501025666","58","49","10","453.10","4,531.00"
"978","2024012501025694","58","42","10","453.10","4,531.00"
"979","2024012501025701","58","38","10","453.10","4,531.00"
"980","2024012501025726","33","48","10","453.10","4,531.00"
"981","2024012501025768","33","58","10","453.10","4,531.00"
"982","2024012501025801","33","58","10","453.10","4,531.00"
"983","2024012501025830","33","34","10","453.10","4,531.00"
"984","2024012501025834","33","34","10","453.10","4,531.00"
"985","2024012501025838","33","58","10","453.10","4,531.00"
"986","2024012501025894","33","4","10","453.10","4,531.00"
"987","2024012501025921","6","57","10","454.00","4,540.00"
"988","2024012501025922","6","32","10","454.00","4,540.00"
"989","2024012501025923","6","35","10","454.00","4,540.00"
"990","2024012501025924","6","38","10","454.00","4,540.00"
"991","2024012501025960","53","32","10","453.20","4,532.00"
"992","2024012501025997","53","29","10","453.20","4,532.00"
"993","2024012501026023","53","42","10","453.20","4,532.00"
"994","2024012501026066","6","49","10","454.00","4,540.00"
"995","2024012501026084","54","44","10","453.50","4,535.00"
"996","2024012501026099","54","48","10","453.50","4,535.00"
"997","2024012501026110","54","58","10","453.50","4,535.00"
"998","2024012501026124","54","42","10","453.50","4,535.00"
"999","2024012501026131","54","55","10","453.50","4,535.00"
"1000","2024012501026144","54","38","10","453.50","4,535.00"
